ID	Adresse	Geogr. Br.	Geogr. Lg.
30164	Schule Caspar-Vogt-Straße / Quellenweg	53.561747	10.061495
30165	Dreifaltigkeitskirche Hamm Horner Weg	53.555803	10.057195
30166	Hammer Park	53.558787	10.057696
30169	Emmaus-Kirche Eckermannstraße mit Pastoraten und Kriegerdenkmal	53.514398	9.990162
30171	Kraftwerk Anton-Ree-Weg / Bullerdeich	53.543568	10.036503
30172	Siedlung Chapeaurougeweg 23-37	53.559193	10.062652
30173	Siedlung Caspar-Voght-Straße / Marienthaler Straße	53.564729	10.05818
30174	Chateauneufstraße / Am Hünenstein	53.562535	10.05769
30176	Eitzensweg / Wicherns Garten / Wichernsweg	53.551575	10.063518
30177	Schule Osterbrook	53.54871	10.055989
30178	Timotheuskirche	53.549012	10.09176
30179	Siedlung Auersreihe / Grosseweg	53.547894	10.090087
30180	Siedlung Hasencleverstraße / Stengelestraße / Von-Elm-Weg / Washingtonallee	53.54978	10.088964
30181	Volksschule Beim Pachthof	53.551668	10.082701
30183	Wohnanlage "Horner Geest"	53.554059	10.095297
30184	Blohms Park	53.552093	10.074936
30186	Siedlung Billstedter Mühlenweg / Kapellenstraße	53.536193	10.116149
30188	An der Glinder Au / Mümmelmannsberg	53.530792	10.131443
30191	Altes Pastorat Steinbeker Hauptstraße	53.528984	10.128396
30193	Terrassenanlage Vierländer Damm 274-276	53.531704	10.049616
30194	Filterwerk Kaltehofe Kaltehofe-Hauptdeich / Kaltehofe-Hinterdeich	53.52404	10.053962
30195	Schöpf- und Vorklärwerk Billwerder Insel, ehem.	53.505253	10.066298
30197	Beeselandbrücke und Reginenortbrücke	53.522	10.027579
30198	Moorkanalbrücken	53.518588	10.043226
30199	An der Hafenbahn / Harburger Chaussee	53.520411	10.007331
30200	Kaischuppen 50-52 Australiastraße / Bremer Kai	53.528455	9.99769
30201	Polizeikaserne Veddeler Damm	53.528703	9.981959
30202	Anlagen am Lübecker Kai	53.524365	10.006399
30203	Siedlung Brunnenstieg / Finkenwerder Norderdeich / Kneienblick	53.534353	9.868065
30204	Kirche St. Nikolai Finkenwerder mit Lüneburger Friedhof und Altem Friedhof Kirchenaußendeichsweg / Finkenwerder Landscheideweg / Norderkirchenweg	53.527477	9.865413
30205	Auedeich 52, 54	53.528993	9.885017
30206	Emder Straße / Garnstück	53.53049	9.882329
30207	Sandhöhe 16, 18	53.530795	9.882966
30208	Siedlung Benittstraße / Finksweg / Focksweg / Schloostraße	53.534028	9.878289
30212	Wallanlagen	53.554631	9.981014
30213	Lagerhäuser F und G am Dessauer Ufer	53.525849	10.011199
30214	St. Gertrud-Stift	53.558102	10.034028
30215	Christuskirche Suttnerstraße	53.561067	9.950349
30217	Glücksburger Straße / Langenfelder Straße	53.568468	9.948525
30218	Barnerstraße / Gaußstraße / Große Rainstraße / Scheel-Plessen-Straße	53.5553	9.933459
30221	Nernstweg 15-25, 6-30	53.555952	9.931172
30223	Bei der Osterkirche 1, 3, 5, 7, 9, 11	53.555661	9.931919
30230	Barnerstraße / Borselstraße / Friedensallee	53.555315	9.926564
30233	Hoherade / Övelgönner Straße / Pinneberger Weg	53.570742	9.946423
30234	Siedlung Gerichtstraße / Hans-Sachs-Straße / Haubachstraße / Schnellstraße	53.557465	9.941057
30235	Siedlung Kieler Straße / Lunapark / Memellandallee / Waidmannstraße	53.567753	9.943257
30236	Von-Nyegaard-Stift	53.557678	9.945835
30239	Siedlung Arnisstraße / Augustenburgerstraße / Düppelstraße / Gefionstraße / Kieler Straße / Koldingstraße	53.564831	9.947602
30241	Billrothstraße / Virchowstraße / Esmarchstraße	53.553895	9.948497
30242	Bei der Johanniskirche / Wohlers Allee / Max-Brauer-Allee	53.560419	9.954373
30245	Lessers Passage	53.548833	9.942511
30249	Amundsenstraße / Breite Straße / Kirchenstraße	53.54692	9.949847
30250	Bei der Johanniskirche 3-20, 22, o.Nr., Wohlers Allee 3	53.55986	9.9534
30251	Amundsenstraße / Breite Straße / Palmaille / Sägemühlenstraße / Schleestraße	53.546065	9.945558
30252	Altonaer Rathaus / Platz der Republik	53.548375	9.93541
30254	Dohrnweg / Paulsenplatz / Mistralstraße / Stresemannstraße	53.56	9.956844
30255	Billrothstraße / Esmarchstraße / Lornsenplatz	53.554271	9.942863
30256	Grabsteine und Erinnerungsmale Behnstraße/ Struenseestraße	53.547045	9.94271
30260	Ensemble Bei der Friedenseiche / Lornsenplatz / Max-Brauer-Allee / Willebrandstraße	53.554149	9.941127
30261	Dultz'sche Häuser Palmaille 104-106	53.546739	9.93916
30263	Esmarchstraße / Hospitalstraße / Stuhlmannstraße	53.554151	9.946191
30264	St.-Pauli-Kirche mit Kirchhof und Nebengebäuden	53.546893	9.956782
30267	Billrothstraße / Thedestraße	53.553556	9.948848
30268	St.-Petri-Kirche Altona	53.549219	9.938434
30269	Julius-Leber-Straße / Präsident-Krahn-Straße	53.555394	9.936802
30271	Siedlung Friedrich-Ebert-Hof Ottensen	53.557662	9.91244
30275	Siedlung Arnkielstraße / Langenfelder Straße	53.564428	9.95389
30276	Viktoria-Kaserne Goldbachstraße / Haubachstraße / Zeiseweg	53.559028	9.943149
30279	Am Felde / Klausstraße / Lobuschstraße	53.550124	9.932836
30281	St.-Marien-Kirche und Schule	53.55132	9.924378
30283	Elbchaussee / Rothestraße	53.546673	9.928871
30285	Elbchaussee / Rainvilleterrasse	53.546331	9.931318
30287	Siedlung Neumühlen/Övelgönne	53.544853	9.907572
30290	Arnoldburg / Arnoldstraße / Keplerstraße	53.549409	9.926588
30293	Bei der Reitbahn / Eulenstraße / Große Brunnenstraße / Kleine Brunnenstraße / Ottenser Hauptstraße / Rothestraße	53.551208	9.926023
30294	Fischers Allee / Große Brunnenstraße / Holstentwiete	53.552787	9.922932
30296	Schulterblatt 75, 79- 83	53.562541	9.960868
30297	Palmaille 45, 49, 51	53.545758	9.939169
30302	Altes Allgemeines Krankenhaus Altona Max-Brauer-Allee / Hospitalstraße / Holstenstraße	53.556733	9.947589
30305	Schiffsschraubenfabrik Zeise	53.554236	9.926849
30306	Friedrich-Ebert-Hof	53.554737	9.911074
30307	Beetsweg / Erzbergerstraße	53.550849	9.931944
30308	Julius-Leber-Straße / Löfflerstraße	53.555832	9.939419
30309	Bodenstedtstraße / Helenenstraße / Zeiseweg	53.558234	9.945012
30312	Güterbahnhof / Bahnbetriebswerk Altona	53.558744	9.937063
30313	Altonaer Spar- und Bauverein Goetheallee / Max-Brauer-Allee	53.554229	9.939525
30315	Levy's Passage	53.557703	9.955444
30316	Baur'sche Warteschule und Arbeitsschule für Knaben Thedestraße	53.552725	9.948408
30318	Schomburgstraße 118a-d, f	53.55354	9.941636
30320	Hospitalstraße / Esmarchstraße / Virchowstraße / Chemnitzstraße	53.55502	9.947602
30321	Esmarchstraße / Lornsenplatz / Schumacherstraße	53.55464	9.942505
30322	Esmarchstraße / Virchowstraße	53.55408	9.947759
30323	Holstentwiete 20/ 22, 26	53.552516	9.922986
30324	Donnerstraße / Fischers Allee / Keplerstraße	53.549831	9.923071
30325	Keplerstraße / Große Brunnenstraße	53.549953	9.925071
30326	Palmaille 126-126b, 130-130b	53.546745	9.937066
30327	Fischers Allee / Holstentwiete	53.552158	9.922947
30331	Kaserne Iserbrook / Reichspräsident-Ebert-Kaserne Osdorfer Landstraße	53.573174	9.827968
30332	Goldbachstraße / Haubachstraße / Schnellstraße	53.558389	9.941152
30333	Alleeabschnitte Julius-Leber-Straße und Max-Brauer-Allee mit Platzanlage Bei der Friedenseiche	53.555759	9.941639
30334	Goetheallee / Julius-Leber-Straße	53.555388	9.937649
30337	Klopstockterrasse / Rainvilleterrasse	53.545923	9.931812
30338	Oberrealschule Altona / Lankenau-Stift / Kinderkrankenhaus Altona / Frauenklinik Altona	53.552133	9.914708
30339	Christianskirche Ottensen (Kirchengebäude und Friedhof)	53.546992	9.932891
30343	Fabrikanlage Dezimalwaagenfabrik / Gerbereimaschinen-Fabrik	53.556538	9.9231
30344	Bielfeldtstraße / Grünebergstraße / Othmarscher Kirchenweg
  
  Einfriedung, Hecken, Treppen?	53.551499	9.911194
30345	Siedlung Am Rathenaupark / Bernadottestraße / Bleickenallee / Griegstraße / Grünebergstraße / Othmarscher Kirchenweg	53.55023	9.910877
30346	Borselstraße / Bunsenstraße / Helmholtzstraße / Ohmstraße	53.557896	9.923118
30347	Am Felde / Bahrenfelder Straße	53.548539	9.931893
30348	Heine-Park / Elbchaussee 29, 31, 43	53.545781	9.927907
30349	Seefahrtsschule Rainvilleterrasse	53.545833	9.930688
30350	Am Felde 87-99, 134-148	53.551642	9.932413
30354	Am Felde / Ottenser Marktplatz	53.548242	9.933215
30360	Braunschweiger Straße / Winterstraße	53.549696	9.933698
30362	Maschinenfabrik Gutmann, Völckersstraße	53.557475	9.92705
30363	Huckauf & Bülle Maschinen- und Mühlenfabrik (Borselhof)	53.556571	9.926404
30365	Bleickenallee / Hohenzollernring	53.550467	9.917049
30367	Große Rainstraße / Hahnenkamp	53.553534	9.932924
30371	Realschule Altona Bleickenallee / Fischers Allee	53.550335	9.921762
30372	Hof Behrmann Sülldorfer Kirchenweg 259, 259a-259h	53.585349	9.793376
30373	Lachmannweg / Schenefelder Landstraße	53.569556	9.825872
30374	Hof von Appen Lehmkuhlenweg 9-11	53.584447	9.792452
30377	Ehrenbergstraße / Schillerstraße	53.550261	9.938167
30379	Ensemble Hauptkirche St. Trinitatis	53.548683	9.950797
30382	Carsten-Rehder-Straße / Große Elbstraße	53.544487	9.947355
30384	Pinnasberg 60-63, 70, 72	53.546501	9.954805
30385	Friedhof Norderreihe (Wohlers Park)	53.558204	9.952749
30386	Dehn'sche Häuser Palmaille 112-120	53.546731	9.938239
30388	Stützmauern und Treppen Breite Straße / Fischmarkt / Carsten-Rehder-Straße / De-Voß-Straße	53.545573	9.949802
30389	Joseph-Leja-Stift Thadenstraße	53.557787	9.956508
30390	Blankeneser Hauptstraße / Hans-Lange-Straße	53.559173	9.803748
30391	Blankeneser Hauptstraße / Bremers Weg	53.5582	9.809415
30392	Kanzleigut Flottbek Baron-Voght-Straße / Jürgensallee	53.555054	9.861747
30393	Blankeneser Landstraße / Wilhelms Allee	53.565355	9.804959
30394	Wasserwerk Altona Kösterbergstraße / Falkensteiner Ufer	53.564263	9.785522
30395	Falkensteiner Hof In de Bargen 31-35	53.569368	9.775144
30396	Kreuzkirche Ottensen Behringstraße/ Hohenzollernring	53.553679	9.918272
30400	Köhlbrandtreppe	53.54497	9.946377
30401	Heidritterstraße / Lange Straße	53.546915	9.955656
30403	Mälzerei Naefeke De-Voß-Straße / Große Elbstraße	53.544812	9.949232
30404	Luftgausiedlung, Teil Osdorf (Arnimstraße)	53.562789	9.84915
30405	Heidbarghof Langelohstraße	53.571742	9.845862
30407	Luftgausiedlung, Teil Dockenhuden (Bockhorst/Tietzestraße)	53.566004	9.833441
30409	Goßlers Park	53.56575	9.809396
30410	Mühlenberg / Panzerstraße	53.555346	9.820784
30411	Baurs Park	53.556511	9.814889
30412	Blankeneser Kirche	53.561791	9.81286
30414	Siedlung Leverkusenstieg / Leverkusenstraße / Schützenstraße / Stresemannstraße		
30415	Siedlung Leverkusenstraße / Schützenstraße / Stresemannstraße	53.564371	9.92895
30416	Siedlung Bessemerweg / Leverkusenstieg / Leverkusenstraße / Stresemannstraße		
30417	Reichardtblock Bahrenfelder Chaussee / Bornkampsweg / Langbehnstraße / Reichardtstraße / Valparaisostraße	53.565492	9.91743
30421	Lornsenplatz 12, 13, 14	53.553976	9.941604
30422	Landhaus Sigmund Gildemeister Adalbertstraße 11-13	53.567233	9.836049
30428	Hirschpark / Elbchaussee 499a, 499b	53.556966	9.826365
30429	Elbschloßbrauerei Elbchaussee 368, 374, Christian-F.-Hansen-Straße 19	53.549557	9.853911
30430	Elbchaussee 336, 338	53.548022	9.861655
30431	Kirche Nienstedten	53.551199	9.843048
30432	Friedhof Nienstedten	53.553683	9.841381
30433	Wesselhoeftpark/ Landhaus Wesselhoeft		
30438	Quellental 42/ 44, 46	53.552608	9.856858
30439	Schule Quellental	53.552044	9.861434
30441	Leuchttürme Tinsdal und Wittenberge	53.565098	9.745819
30442	Johanneskirche	53.580736	9.761513
30443	Gartensiedlung Mechelnbusch	53.579283	9.754881
30444	Reemtsma-Park / Villa Reetmsma	53.551021	9.876684
30445	Jenischpark mit Jenisch-Haus Baron-Vogt-Straße / Holztwiete	53.55108	9.868854
30447	Bahrenfelder Chaussee / Bahrenfelder Kirchenweg / Gasstraße / Mendelssohnstraße / Woyrschweg	53.562973	9.910351
30449	Hasselmannstraße / Sieberlingstraße	53.551445	9.844515
30453	Denkmalanlage Ansorgestraße	53.551268	9.896916
30459	Otto-Ernst-Straße / Grottenstraße	53.557789	9.879809
30461	Elbtunnel zwischen Othmarschen und Waltershof	53.545561	9.913094
30462	Röperhof Agathe-Lasch-Weg 2, 6	53.553534	9.896114
30463	Marxsenweg 2, 4	53.556451	9.866085
30465	Marxsenweg 12, 15, 16, 17, 18	53.555355	9.86649
30466	Auferstehungskirche Lurup	53.592156	9.870756
30467	Kirche Zu den zwölf Aposteln Elbgaustraße	53.599657	9.887052
30471	Hof Timmermann-Dierks Sülldorfer Kirchenweg 209-213	53.581368	9.79538
30472	Hof Ellerbrock Sülldorfer Kirchenweg 268-274	53.586593	9.793775
30473	Hof Gerkens Sülldorfer Kirchenweg 258-264	53.585551	9.79469
30474	Elbchaussee / Auguste-Baur-Straße	53.559291	9.813348
30475	Hessepark/ Hessehaus	53.560738	9.80823
30476	Proviantamt Bahrenfeld Bahrenfelder Chaussee / Mendelssohnstraße	53.564531	9.91279
30477	Hermkes-Siedlung Karl-Jacob-Straße	53.556141	9.857203
30478	Städtisches Altenheim Bahrenfeld	53.572678	9.908539
30479	Kriegerdenkmäler Elbchaussee Ecke Gätgensstraße / Pepers Diek	53.560549	9.819729
30481	In de Bost 10, 10a, 10b	53.554952	9.830143
30482	Am Internationalen Seegerichtshof / Kanzleistraße	53.552685	9.850548
30483	Hasenhöhe / Willhöden	53.572681	9.816936
30486	Goßlers Park / Sülldorfer Kirchenweg	53.565324	9.810609
30492	Ole Hoop 9-11, 18-22	53.561212	9.815237
30495	Ottersbekallee / Am Weiher	53.578479	9.95684
30496	Schul- und Lehrgebäude Felix-Dahn-Straße / Hohe Weide	53.570775	9.966338
30503	Hamburg-Haus Eimsbüttel Doormannsweg	53.571852	9.956458
30504	Henriettenweg / Eppendorfer Weg / Tornquiststraße / Von der Tann-Straße / Weidenstieg	53.572264	9.958943
30505	Jerusalem-Krankenhaus und Kirche	53.56953	9.967311
30506	Christuskirche Fruchtallee	53.570001	9.961433
30508	Bahrenfelder Marktplatz / Wienbargstraße / Lyserstraße	53.564174	9.90102
30510	Helft-Stift Kielkamp	53.572393	9.900655
30512	Gaswerk Altona	53.561978	9.917595
30513	Siedlung Bahrenfelder Steindamm / Thomasstraße	53.560288	9.925955
30514	Bahrenfelder Chaussee / Mendelssohnstraße	53.563895	9.917503
30515	Altonaer Volkspark mit Hauptfriedhof Altona	53.582054	9.895572
30517	Jüdischer Friedhof Bahrenfeld Bornkampsweg	53.569411	9.91623
30518	Lutherkirche Bahrenfeld	53.570949	9.905065
30519	Alter Friedhof auf dem Neuen Mennonitenfriedhof Holstenkamp / Am Winsberg	53.571715	9.916034
30520	Bekleidungsamt Bahrenfeld Bahrenfelder Chaussee / Theodorstraße	53.569728	9.89946
30522	Bahrenfelder Chaussee / Bornkampsweg	53.564404	9.918723
30523	Bahrenfelder Chaussee / Reichardtstraße	53.564649	9.917052
30524	Bei der Flottbeker Kirche und Kriegerdenkmal Baron-Voght-Straße	53.566059	9.876813
30527	Dürerstraße / Cranachstraße	53.561938	9.886188
30528	Papenkamp / Neuding	53.560428	9.872315
30530	Beamtensiedlung Deutsche Werft Adickesstraße / Eckernwoort / Gutzkowstraße / Rosenhagenstraße / Wolfsloh	53.560235	9.89339
30532	Siedlung Vorbeckweg	53.572946	9.877024
30534	Villa Kettler Hölderlinstraße/Papenkamp	53.559761	9.868931
30537	Elbchaussee 165, 169	53.545734	9.909574
30538	Landsitz Hermann Weber Elbchaussee 177, 179, 179a	53.545579	9.907711
30539	Elbchaussee 304, 308-312, 316-318	53.548376	9.865806
30541	Siedlung Viereck	53.570141	9.87112
30545	Landsitz Weber-Volckens Elbchaussee 153, 157	53.545586	9.911395
30547	Am Weiher / Eichenstraße	53.576783	9.958143
30550	Armbruststraße / Grundstraße / Matthesonstraße / Methfesselstraße / Voigtstraße / Weckmannweg	53.576342	9.941839
30551	Gewerbeschule Bundesstraße / Beim Schlump (ehem. Heinrich-Hertz-Realgymnasium)	53.569216	9.975118
30552	Grindelhof / Dillstraße	53.568937	9.982892
30553	Terrassen Grindelhof 81-83	53.571317	9.983728
30555	Schule Bundesstraße 94	53.57251	9.968666
30556	Eimsbütteler Park	53.577743	9.959523
30557	Böttgerstraße / Mittelweg	53.568947	9.996091
30559	Alsterufer / Alte Rabenstraße	53.567278	10.000416
30560	Dillstraße / Rappstraße	53.570279	9.981863
30563	Hamburger Burg / Isestraße / Oderfelder Straße / Eppendorfer Baum / Klosterallee	53.581767	9.984847
30564	Weidenallee	53.567944	9.965436
30566	Agathenstraße / Schäferstraße / Weidenallee	53.567276	9.966125
30567	U-Bahnhof Schlump	53.56801	9.969903
30568	Bellealliancestraße / Fettstraße / Vereinsstraße / Margaretenstraße	53.567363	9.962213
30571	Eidelstedter Weg / Methfesselstraße / Lutterothstraße / Hellkamp	53.581913	9.948719
30572	Stephanuskirche, ehem.	53.58196	9.94543
30573	St.-Bonifatius-Kirche	53.577657	9.957676
30574	Kleiner Schäferkamp / Schäferstraße	53.567192	9.967472
30575	Vereinshospital am Schlump (DRK-Krankenhaus)	53.570147	9.977058
30581	Odenwaldstraße / Prätoriusweg / Telemannstraße	53.579901	9.952462
30582	Schäferkampsallee / Schäferstraße	53.568835	9.965994
30584	Schlankreye / Bundesstraße / Gustav-Falke-Straße / Heymannstraße	53.57182	9.971132
30585	Staatliche Handelsschule Schlankreye	53.572293	9.969832
30586	Lutterothstraße / Methfesselstraße / Stellinger Weg	53.580754	9.948308
30587	Hartwig-Hesse-Straße / Luruper Weg / Lutterothstraße / Methfesselstraße / Sartoriusstraße / Stellinger Weg	53.58093	9.942877
30588	Wohnstifte Kielortallee	53.572231	9.973392
30589	Tornquiststraße 19 b-c	53.572119	9.955566
30591	Weidenallee / Kleiner Schäferkamp	53.566194	9.966013
30593	Siegfried-Wedells-Platz 1, 2	53.559677	9.992172
30594	Siedlungsbau „Klinker"	53.576081	9.974873
30599	Mittelweg / Heimweg	53.568065	9.994713
30601	Mittelweg 38, 38a	53.569722	9.994681
30602	Dammtorpalais	53.564339	9.986843
30604	Passagen Rothenbaumchaussee / Schlüterstraße	53.571082	9.987226
30607	Alsterchaussee / Mittelweg	53.572726	9.99475
30608	Alsterglacis / Warburgstraße	53.559292	9.993459
30609	Alsterufer / Fontenay-Allee	53.563595	9.997047
30611	An der Verbindungsbahn / Bundesstraße / Bundesweg / Durchschnitt / Grindelallee / Grindelweg	53.564933	9.982085
30612	Hallerplatz / Hallerstraße	53.572245	9.986559
30614	Warburgstraße / Alsterufer	53.562803	9.99641
30619	Schule Telemannstraße	53.578278	9.952681
30620	Falkenried-Terrassen	53.582755	9.978099
30621	Tannen-Burg und Breitenfelder Burg	53.58669	9.975709
30624	Fahrzeugwerkstätten Falkenried	53.581617	9.976143
30625	Falkenried 59, 61	53.583426	9.973798
30629	Alsterkamp / Sophienterrasse	53.576775	9.99651
30630	Niendorfer Kirche	53.615884	9.950002
30632	Friedensmal Kriegerdankweg	53.631207	9.914976
30635	Reihenhausanlage Mittelweg 115-115 b	53.573515	9.994109
30639	Villa Schinckel	53.574868	9.990645
30644	Siedlung Georg-Thielen-Gasse / Groothoffgasse / Hauersweg / Saarlandstraße	53.587251	10.031516
30647	Siedlung Ohlsdorfer Straße / Winterhuder Marktplatz	53.595066	10.000915
30649	Siedlung Hermann-Behn-Weg / Rothenbaumchaussee	53.571904	9.987724
30650	Rothenbaumchaussee / Binderstraße	53.56758	9.987731
30652	Rothenbaumchaussee / Hartungstraße	53.570392	9.987587
30654	Rutschbahn / Heinrich-Barth-Straße	53.570712	9.979872
30655	Schlüterstraße / Moorweidenstraße	53.565048	9.987701
30656	Schröderstift	53.567273	9.972339
30657	Schröderstiftweg 4, 6	53.566707	9.973288
30658	Terrassenanlage Schlüterstraße / Rothenbaumchaussee	53.569002	9.987382
30659	Lindenhof-Terrasse Grindelhof	53.571828	9.983398
30661	Campus der Universität Hamburg	53.566255	9.983975
30662	Alsterterrasse / Warburgstraße	53.560288	9.995097
30664	Innocentiapark	53.578769	9.983295
30666	Park Eicheneck Niendorfer Gehege 32, 34	53.616876	9.937707
30667	Furtweg 15, 17	53.602547	9.904431
30669	Kriegerdenkmale auf dem Friedhof Eidelstedter Dorfstraße	53.608436	9.911363
30670	Eppendorfer Baum / Klosterstern / Hochallee / Jungfrauenthal	53.582129	9.986604
30671	Schule Bogenstraße / Schlankreye	53.574362	9.97434
30673	Hagedornstraße / Harvestehuder Weg	53.579254	9.992373
30675	Heilwigstraße / Abteistraße	53.582006	9.993769
30680	U-Bahnhof Klosterstern	53.581556	9.988203
30682	St.-Elisabeth-Kirche	53.577954	9.985566
30683	St. Andreaskirche Bogenstraße	53.573276	9.975539
30688	Grindelhochhäuser	53.575031	9.979737
30691	Gneisenaustraße / Bismarckstraße	53.577815	9.96891
30693	Roonstraße / Eppendorfer Weg	53.579233	9.969934
30694	Passagen Christian-Förster Straße / Heckscherstraße	53.582376	9.96377
30696	Feuerwache und Betriebswerke Lokstedt	53.59931	9.961324
30697	Christ-König-Kirche	53.597552	9.960263
30698	Kriegerdenkmalanlage Bei der Lutherbuche / Grandweg	53.597435	9.959207
30699	Siemersplatz / Vogt-Wells-Straße	53.599335	9.963219
30700	Amsinckpark und Villa	53.601617	9.943056
30701	Wohnanlage Heimat	53.599954	9.945277
30702	Tierpark Hagenbeck	53.596843	9.938121
30704	Stellinger Kirche	53.590694	9.925473
30711	Heimannstift Löwenstraße / Martinistraße	53.587092	9.972459
30712	Goernestraße / Gustav-Leo-Straße		
30713	Goernestraße / Loogeplatz	53.588714	9.992277
30714	Siedlung Eppendorfer Landstraße / Gustav-Leo-Straße		
30716	Umgebung Meenkbrücke	53.59973	9.991363
30717	Bebelallee / Eppendorfer Landstraße / Winterhuder Kai	53.596057	9.992096
30718	Beim Andreasbrunnen / Haynstraße / Hegestraße / Loogestieg	53.586262	9.985921
30719	Eppendorfer Landstraße / Haynstraße	53.586754	9.982767
30720	Siedlung Breitenfelder Straße / Haynstraße / Husumer Straße / Sudeckstraße	53.588126	9.980391
30721	Siedlung Haynstraße / Lenhartzstraße / Robert-Koch-Stieg / Robert-Koch-Straße	53.58812	9.982151
30722	Siedlung Breitenfelder Straße / Haynstraße / Lenhartzstraße / Robert-Koch-Stieg	53.588963	9.981647
30723	Eppendorfer Baum 38, 40a, 40b, 40c, Hegestieg 8	53.584857	9.982856
30724	Eppendorfer Baum / Hegestraße / Hegestieg	53.584188	9.984162
30725	U-Bahnbrücken Hegestraße / Loogestieg mit dazwischenliegender erhöhter Gleisanlage	53.585802	9.987439
30727	Warburg-Haus	53.587574	9.996255
30728	Siedlung Faaßweg / Heilwigstraße /; Kellinghusenstraße / Kunhardtstraße	53.591376	9.993469
30730	Kloster St. Johannis Heilwigstraße	53.591062	9.995982
30731	Siedlung Breitenfelder Straße / Husumer Straße / Sudeckstraße	53.587728	9.97949
30732	U-Bahnhof Kellinghusenstraße	53.588789	9.990784
30733	Siedlung Alsterkrugchaussee 387-421	53.620047	10.009079
30736	Siedlung Breitenfelder Straße / Curschmannstraße	53.587283	9.977906
30737	Eppendorferbaum-Palais Curschmannstraße / Lenhartzstraße	53.585768	9.981308
30740	Eppendorfer Landstraße / Eppendorfer Marktplatz	53.593733	9.988627
30741	Eppendorfer Park	53.589405	9.979214
30743	Stiftsgebäude Frickestraße / Martinistraße / Schedestraße	53.592814	9.981091
30744	Alster Ostuferbefestigung und Brücken	53.587265	9.995738
30745	Kellinghusenstraße / Schrammsweg	53.591132	9.991472
30750	St. Johanniskirche in Eppendorf	53.592517	9.99378
30751	Universitätskrankenhaus Eppendorf, Erika-Haus	53.590029	9.971398
30752	Universitätskrankenhaus Eppendorf	53.591198	9.976618
30753	Julius und Betty Ree Stift Schedestraße	53.593917	9.981307
30758	Jenisch-Stift Tarpenbekstraße	53.597398	9.982879
30759	Mütter- und Säuglingsheim / Kinderheim Brödermannsweg	53.606123	9.975481
30761	Kirche St. Peter Groß Borstel Borsteler Chaussee / Schrödersweg	53.607454	9.976827
30764	Rentnerheim Fiefstücken	53.599973	10.003728
30766	Matthäuskirche Gottschedstraße	53.588965	10.01037
30773	St.-Gertrud-Kirche	53.566711	10.028221
30776	Eilbekkanal Wartenaubrücke / Richardstraßenbrücke	53.568172	10.034613
30777	Erlenkamp 22, 22a / Uhlenhorster Weg 30	53.568527	10.020442
30778	Erlenkamp 29, 31 / Uhlenhorster Weg 26, 28	53.56851	10.019522
30780	Hartwicusstraße / Papenhuder Straße	53.566257	10.018972
30781	Siedlung Hebbelstraßen / Schenkendorfstraße / Winterhuder Weg	53.576619	10.018861
30783	Hofweg 49, 51, 53	53.572352	10.014998
30784	Immenhof / Lerchenfeld	53.567604	10.029826
30785	Hohenfelder Bucht / Barcastraße 13	53.563701	10.016344
30789	Siedlung Fuhlsbüttler Straße / Habichtsplatz Habichtsweg /  Heidhörn / Schwalbenplatz	53.594837	10.044699
30790	Siedlung Habichtstraße / Heidhörn / Lißmannseck / Rosamstwiete	53.594426	10.048675
30791	Siedlung Alsterdorfer Straße / Wilhelm-Metzger-Straße / Wolffsonweg	53.605775	10.000693
30793	Martin-Luther-Kirche	53.609349	10.01064
30794	Siedlung Alsterdorfer Straße / Bodelschwinghstraße	53.615824	10.024784
30795	Deelbögebrücke o.Nr.|Hindenburgbrücke o.Nr.|Rathenaubrücke o.Nr.	53.607123	10.00123
30796	Alsterkrugchaussee / Kugelfang / Wilhelm-Metzger-Straße	53.607481	9.993588
30798	Mühlenkamp 29, 31	53.58121	10.011216
30799	City Nord	53.604854	10.022482
30802	Paul-Gerhardt-Kirche Winterhude	53.600299	10.00567
30803	Hindenburgkaserne Bruno-Georges-Platz / Hindenburgstraße / Carl-Cohn-Straße	53.60312	10.011095
30804	Parkheim der Detaillistenkammer	53.598803	10.004156
30805	Siedlung Bussestraße / Ohlsdorfer Straße	53.597814	10.003465
30806	Barmbeker Stichkanal	53.594306	10.032875
30810	Bahnhof Uhlandstraße	53.566892	10.026473
30811	Milde-Stift	53.597862	10.044207
30812	Adolf-von-Elm-Hof	53.597218	10.043493
30813	AK Barmbek Alfred-Johann-Levy-Straße/ Andreas-Knack-Ring/ Fuhlsbüttler Straße/ Harkensee/ Hartzloh/ Rübenkamp/ Wilhelm-Drexelius-Weg	53.603338	10.037811
30814	Siedlung Elligersweg / Funhofweg / Hartzlohplatz / Lorichsstraße / Meister-Francke-Straße	53.603109	10.044015
30815	Siedlung Elligersweg / Matthias-Scheits-Weg / Rungestraße / Schmachthäger Straße	53.603317	10.046661
30816	Siedlung Manstadtsweg / Meister-Bertram-Straße / Meister-Francke-Straße / Prechtsweg	53.606519	10.042729
30817	Siedlung Elligersweg / Fuhlsbüttler Straße	53.604859	10.040614
30818	Siedlung Elligersweg / Meister-Francke-Straße / Münstermannsweg	53.604388	10.043586
30819	Schule Schaudinnsweg	53.59844	10.037155
30820	Siedlung Adlerstraße / Dohlenweg / Lämmersieth / Wachtelstraße	53.586028	10.057366
30821	Auferstehungskirche Barmbek	53.592031	10.052
